Name,ID,Gender,Sem1,Sem2,Sem3,Sem4,Sem5,Sem6,Sem7,Sem8,Result
Student412,ID1412,Female,0,6,7,7,6,9,6,7,Fail
Student413,ID1413,Female,6,7,9,9,6,9,8,6,Pass
Student414,ID1414,Female,7,7,7,9,0,6,9,6,Fail
Student415,ID1415,Female,9,9,9,0,6,8,6,7,Fail
Student416,ID1416,Male,9,7,9,6,6,6,8,9,Pass
Student417,ID1417,Female,6,8,7,8,9,6,8,6,Pass
Student418,ID1418,Male,7,0,6,6,9,6,7,6,Fail
Student419,ID1419,Male,9,6,6,7,9,9,7,9,Pass
Student420,ID1420,Male,0,7,7,9,8,8,8,6,Fail
Student421,ID1421,Female,8,6,8,6,6,6,0,7,Fail
Student422,ID1422,Male,9,7,9,7,6,0,6,7,Fail
Student423,ID1423,Male,8,7,8,8,7,6,6,9,Pass
Student424,ID1424,Female,6,9,7,9,8,6,6,8,Pass
Student425,ID1425,Male,9,7,8,0,6,7,8,8,Fail
Student426,ID1426,Female,7,7,6,6,9,6,8,9,Pass
Student427,ID1427,Male,8,8,8,9,9,8,6,9,Pass
Student428,ID1428,Female,6,6,9,7,9,8,8,9,Pass
Student429,ID1429,Male,9,6,9,8,6,9,6,8,Pass
Student430,ID1430,Female,6,7,7,9,6,6,8,7,Pass
Student431,ID1431,Female,9,9,9,6,6,6,7,9,Pass
Student432,ID1432,Male,9,8,6,7,9,9,9,9,Pass
Student433,ID1433,Female,7,8,7,9,7,8,7,7,Pass
Student434,ID1434,Male,9,7,9,9,7,7,9,9,Pass
Student435,ID1435,Female,0,7,9,7,7,8,7,6,Fail
Student436,ID1436,Male,0,7,8,9,8,7,8,8,Fail
Student437,ID1437,Female,6,7,8,7,6,9,8,9,Pass
Student438,ID1438,Female,9,9,0,8,9,6,8,6,Fail
Student439,ID1439,Male,7,6,8,8,7,9,6,6,Pass
Student440,ID1440,Male,7,9,6,7,8,8,9,0,Fail
Student441,ID1441,Female,6,9,6,7,6,8,7,9,Pass
Student442,ID1442,Female,6,7,7,9,8,6,9,8,Pass
Student443,ID1443,Male,7,7,0,7,6,9,9,7,Fail
Student444,ID1444,Female,9,6,6,6,8,9,0,9,Fail
Student445,ID1445,Male,8,6,7,9,6,6,8,7,Pass
Student446,ID1446,Male,9,9,7,7,6,6,6,7,Pass
Student447,ID1447,Female,8,6,8,0,7,7,9,8,Fail
Student448,ID1448,Female,0,7,7,7,7,0,6,8,Fail
Student449,ID1449,Female,8,7,8,7,8,6,9,9,Pass
Student450,ID1450,Female,7,7,6,7,7,9,8,7,Pass
Student451,ID1451,Male,6,8,0,8,9,0,6,9,Fail
Student452,ID1452,Male,8,8,7,7,8,7,6,8,Pass
Student453,ID1453,Female,9,9,9,9,9,6,6,0,Fail
Student454,ID1454,Male,6,6,9,7,6,9,0,6,Fail
Student455,ID1455,Male,9,7,9,9,6,6,6,7,Pass
Student456,ID1456,Male,0,8,6,9,9,6,6,6,Fail
Student457,ID1457,Female,6,7,7,7,8,9,9,8,Pass
Student458,ID1458,Male,7,6,8,7,7,8,7,7,Pass
Student459,ID1459,Male,8,8,7,7,8,7,8,9,Pass
Student460,ID1460,Male,9,8,9,9,6,9,6,7,Pass
Student461,ID1461,Male,8,9,8,8,9,6,7,7,Pass
Student462,ID1462,Male,6,8,6,0,6,9,8,9,Fail
Student463,ID1463,Female,8,9,0,8,9,9,8,6,Fail
Student464,ID1464,Female,6,6,6,8,8,6,7,6,Pass
Student465,ID1465,Male,6,0,9,7,8,9,8,8,Fail
Student466,ID1466,Female,9,6,9,8,6,7,6,0,Fail
Student467,ID1467,Female,7,8,9,7,8,8,0,0,Fail
Student468,ID1468,Female,8,7,0,7,6,9,8,7,Fail
Student469,ID1469,Male,9,6,6,0,9,6,7,9,Fail
Student470,ID1470,Female,8,7,8,8,0,7,6,6,Fail
Student471,ID1471,Male,8,7,9,8,6,7,8,8,Pass
Student472,ID1472,Female,7,9,7,8,9,6,8,6,Pass
Student473,ID1473,Female,6,6,7,8,6,9,7,7,Pass
Student474,ID1474,Female,6,6,0,6,7,6,8,9,Fail
Student475,ID1475,Male,8,6,7,7,9,9,8,8,Pass
Student476,ID1476,Male,9,9,9,6,8,8,8,6,Pass
Student477,ID1477,Female,6,9,7,8,6,7,6,7,Pass
Student478,ID1478,Male,8,6,8,8,6,6,9,6,Pass
Student479,ID1479,Male,8,6,6,7,6,7,7,8,Pass
Student480,ID1480,Male,8,6,8,8,0,7,7,6,Fail
Student481,ID1481,Female,6,6,6,6,6,9,7,6,Pass
Student482,ID1482,Male,8,7,0,9,7,8,9,7,Fail
Student483,ID1483,Female,7,8,8,0,8,6,8,7,Fail
Student484,ID1484,Male,7,8,6,7,7,9,9,0,Fail
Student485,ID1485,Male,7,0,9,0,8,6,6,7,Fail
Student486,ID1486,Male,6,8,9,8,8,0,8,7,Fail
Student487,ID1487,Female,6,7,0,8,9,9,7,6,Fail
Student488,ID1488,Female,9,8,9,6,7,9,8,7,Pass
Student489,ID1489,Female,8,7,7,7,9,8,6,7,Pass
Student490,ID1490,Female,8,7,8,9,7,8,8,9,Pass
Student491,ID1491,Male,6,8,7,6,0,7,8,6,Fail
Student492,ID1492,Male,7,8,6,8,8,9,6,8,Pass
Student493,ID1493,Male,6,0,7,8,9,6,6,9,Fail
Student494,ID1494,Male,7,6,7,8,7,8,9,6,Pass
Student495,ID1495,Male,9,7,6,6,8,8,8,9,Pass
Student496,ID1496,Male,6,9,8,9,9,6,6,8,Pass
Student497,ID1497,Female,9,8,9,9,6,9,6,7,Pass
Student498,ID1498,Male,6,9,0,6,6,8,7,9,Fail
Student499,ID1499,Female,7,6,9,0,6,9,6,0,Fail
Student500,ID1500,Male,8,6,6,6,9,8,8,6,Pass
Student501,ID1501,Male,6,8,7,7,9,6,7,9,Pass
Student502,ID1502,Female,6,8,9,6,8,6,8,7,Pass
Student503,ID1503,Male,8,9,7,9,7,8,9,8,Pass
Student504,ID1504,Male,9,8,6,8,7,0,8,7,Fail
Student505,ID1505,Female,6,8,8,0,6,8,6,9,Fail
Student506,ID1506,Female,7,8,7,6,7,6,9,8,Pass
Student507,ID1507,Male,6,8,8,8,6,8,9,8,Pass
Student508,ID1508,Male,9,9,7,7,6,8,9,9,Pass
Student509,ID1509,Female,6,9,0,9,6,6,9,8,Fail
Student510,ID1510,Male,8,8,9,6,8,7,6,6,Pass
Student511,ID1511,Female,8,8,8,7,8,9,9,0,Fail
Student512,ID1512,Female,7,8,6,6,0,0,7,8,Fail
Student513,ID1513,Female,8,8,9,9,8,8,7,8,Pass
Student514,ID1514,Male,0,8,7,9,7,7,9,7,Fail
Student515,ID1515,Female,7,9,8,9,8,9,8,7,Pass
Student516,ID1516,Male,9,6,6,8,6,8,8,7,Pass
Student517,ID1517,Male,0,8,7,8,6,6,7,9,Fail
Student518,ID1518,Male,7,9,7,8,9,8,8,6,Pass
Student519,ID1519,Female,7,9,9,7,8,8,7,9,Pass
Student520,ID1520,Male,6,7,6,9,9,8,8,7,Pass
Student521,ID1521,Female,6,8,6,0,7,8,6,9,Fail
Student522,ID1522,Female,6,6,7,6,9,6,8,0,Fail
Student523,ID1523,Female,6,9,6,8,9,8,6,6,Pass
Student524,ID1524,Female,9,6,7,7,7,7,8,7,Pass
Student525,ID1525,Female,7,8,9,8,0,0,8,6,Fail
Student526,ID1526,Male,8,7,8,6,9,9,6,8,Pass
Student527,ID1527,Male,0,7,6,8,6,7,8,9,Fail
Student528,ID1528,Male,6,7,7,8,0,8,7,8,Fail
Student529,ID1529,Female,7,7,6,6,8,9,7,7,Pass
Student530,ID1530,Male,7,7,9,6,0,7,9,7,Fail
Student531,ID1531,Male,8,6,7,7,6,6,0,6,Fail
Student532,ID1532,Female,9,8,7,6,7,6,9,9,Pass
Student533,ID1533,Male,9,6,0,6,6,8,7,7,Fail
Student534,ID1534,Female,6,9,6,6,9,6,9,6,Pass
Student535,ID1535,Female,7,9,9,7,7,8,8,9,Pass
Student536,ID1536,Female,7,7,6,6,7,9,6,9,Pass
Student537,ID1537,Female,7,0,6,8,7,6,6,9,Fail
Student538,ID1538,Female,6,6,9,6,8,8,7,6,Pass
Student539,ID1539,Female,9,6,9,7,7,9,7,9,Pass
Student540,ID1540,Male,7,0,8,9,8,8,8,7,Fail
Student541,ID1541,Female,6,8,9,8,9,8,0,8,Fail
Student542,ID1542,Male,6,6,7,7,8,9,7,9,Pass
Student543,ID1543,Male,7,6,8,7,8,7,9,6,Pass
Student544,ID1544,Male,8,7,6,8,6,6,7,7,Pass
Student545,ID1545,Female,8,6,9,0,7,8,7,8,Fail
Student546,ID1546,Male,9,7,7,6,6,8,7,8,Pass
Student547,ID1547,Female,9,9,9,8,6,6,6,6,Pass
Student548,ID1548,Female,8,7,8,6,8,9,7,9,Pass
Student549,ID1549,Female,0,9,8,7,8,7,8,7,Fail
Student550,ID1550,Male,8,6,7,7,8,9,8,9,Pass
Student551,ID1551,Female,8,9,7,8,6,6,6,7,Pass
Student552,ID1552,Female,6,8,0,7,9,6,8,9,Fail
Student553,ID1553,Male,7,8,7,7,7,7,9,7,Pass
Student554,ID1554,Female,9,9,6,6,0,8,0,7,Fail
Student555,ID1555,Female,9,9,9,7,6,7,6,0,Fail
Student556,ID1556,Female,7,6,6,8,7,0,9,8,Fail
Student557,ID1557,Female,7,7,7,6,7,6,9,0,Fail
Student558,ID1558,Female,9,9,7,8,0,8,7,8,Fail
Student559,ID1559,Female,8,9,9,9,7,6,0,7,Fail
Student560,ID1560,Male,9,9,6,0,6,6,7,9,Fail
Student561,ID1561,Female,8,8,6,6,7,6,8,7,Pass
Student562,ID1562,Male,7,9,7,7,6,6,9,7,Pass
Student563,ID1563,Female,7,8,8,7,7,8,7,9,Pass
Student564,ID1564,Male,6,9,6,7,7,7,6,7,Pass
Student565,ID1565,Female,7,7,6,6,9,7,7,8,Pass
Student566,ID1566,Male,8,8,8,8,8,7,7,9,Pass
Student567,ID1567,Male,9,7,8,0,0,7,0,7,Fail
Student568,ID1568,Female,6,9,6,9,6,6,9,7,Pass
Student569,ID1569,Male,9,6,7,7,7,7,9,7,Pass
Student570,ID1570,Male,8,8,6,6,8,8,7,8,Pass
Student571,ID1571,Female,9,8,6,6,9,7,8,7,Pass
Student572,ID1572,Female,6,0,0,6,9,7,0,0,Fail
Student573,ID1573,Male,6,7,6,9,0,8,6,6,Fail
Student574,ID1574,Female,7,8,7,8,6,8,9,6,Pass
Student575,ID1575,Male,6,7,8,6,7,6,9,9,Pass
Student576,ID1576,Female,6,8,6,8,7,8,6,8,Pass
Student577,ID1577,Female,8,9,6,7,7,7,9,6,Pass
Student578,ID1578,Male,8,7,9,7,7,7,9,8,Pass
Student579,ID1579,Male,6,9,7,7,9,8,8,9,Pass
Student580,ID1580,Male,9,6,9,6,7,6,7,9,Pass
Student581,ID1581,Female,8,9,7,6,6,8,9,9,Pass
Student582,ID1582,Female,7,9,8,7,7,6,8,8,Pass
Student583,ID1583,Female,9,8,6,8,9,6,9,9,Pass
Student584,ID1584,Male,6,0,9,7,9,6,9,9,Fail
Student585,ID1585,Male,9,6,8,8,9,8,7,7,Pass
Student586,ID1586,Male,7,8,9,8,9,7,8,6,Pass
Student587,ID1587,Female,8,8,7,0,8,9,6,9,Fail
Student588,ID1588,Male,9,9,9,8,7,9,9,9,Pass
Student589,ID1589,Female,6,7,9,6,7,9,8,9,Pass
Student590,ID1590,Male,6,6,6,6,6,7,7,9,Pass
Student591,ID1591,Male,0,9,8,7,9,8,7,7,Fail
Student592,ID1592,Female,9,6,6,8,7,6,9,6,Pass
Student593,ID1593,Female,7,8,6,0,6,6,8,8,Fail
Student594,ID1594,Male,8,6,6,6,8,8,7,8,Pass
Student595,ID1595,Male,9,7,9,8,7,8,7,8,Pass
Student596,ID1596,Male,8,8,6,7,0,0,6,8,Fail
Student597,ID1597,Female,6,7,6,0,6,7,7,7,Fail
Student598,ID1598,Female,7,7,8,6,6,8,7,7,Pass
Student599,ID1599,Female,8,9,7,0,6,9,6,9,Fail
Student600,ID1600,Female,0,6,8,8,7,9,7,9,Fail
Student601,ID1601,Female,8,8,8,8,9,8,9,9,Pass
Student602,ID1602,Female,7,8,9,8,9,6,9,9,Pass
Student603,ID1603,Female,9,9,6,7,7,6,9,6,Pass
Student604,ID1604,Female,7,6,6,6,9,7,6,9,Pass
Student605,ID1605,Female,9,6,6,8,7,8,9,0,Fail
Student606,ID1606,Female,9,6,6,6,8,9,0,8,Fail
Student607,ID1607,Male,7,7,8,6,6,9,6,7,Pass
Student608,ID1608,Male,0,8,9,7,6,9,9,7,Fail
Student609,ID1609,Female,7,7,6,6,6,8,7,8,Pass
Student610,ID1610,Female,9,7,0,7,9,0,7,9,Fail
Student611,ID1611,Female,8,9,0,7,6,9,7,8,Fail
Student612,ID1612,Female,9,7,6,8,9,8,0,6,Fail
Student613,ID1613,Male,9,8,9,9,7,7,7,6,Pass
Student614,ID1614,Male,8,0,0,8,8,6,7,7,Fail
Student615,ID1615,Male,0,6,8,7,6,0,7,8,Fail
Student616,ID1616,Male,8,7,6,8,6,9,7,6,Pass
Student617,ID1617,Male,9,8,7,7,6,7,8,6,Pass
Student618,ID1618,Female,0,9,9,7,9,9,8,6,Fail
Student619,ID1619,Female,9,7,7,7,8,6,9,9,Pass
Student620,ID1620,Female,7,9,9,8,6,6,8,7,Pass
Student621,ID1621,Male,0,8,6,8,7,9,9,8,Fail
Student622,ID1622,Female,9,9,8,9,9,6,6,7,Pass
Student623,ID1623,Male,6,6,8,9,9,8,6,7,Pass
Student624,ID1624,Male,6,8,6,6,8,9,9,7,Pass
Student625,ID1625,Male,6,8,6,7,0,6,9,7,Fail
Student626,ID1626,Female,6,0,6,6,0,8,8,6,Fail
Student627,ID1627,Male,6,9,0,0,6,7,9,6,Fail
Student628,ID1628,Female,6,6,8,7,7,7,7,7,Pass
Student629,ID1629,Female,7,8,8,9,7,7,9,8,Pass
Student630,ID1630,Female,8,6,6,8,8,6,6,6,Pass
Student631,ID1631,Female,6,9,8,8,6,8,7,8,Pass
Student632,ID1632,Male,9,8,8,9,8,9,6,9,Pass
Student633,ID1633,Male,8,7,8,7,9,7,0,6,Fail
Student634,ID1634,Female,9,8,9,8,6,6,6,9,Pass
Student635,ID1635,Male,7,9,8,7,9,7,9,6,Pass
Student636,ID1636,Female,0,7,6,6,7,6,9,9,Fail
Student637,ID1637,Female,9,9,9,6,7,6,8,0,Fail
Student638,ID1638,Male,9,0,6,9,8,7,8,9,Fail
Student639,ID1639,Male,8,9,8,7,6,6,0,7,Fail
Student640,ID1640,Female,6,6,8,8,7,9,6,7,Pass
Student641,ID1641,Male,7,6,6,9,9,7,9,7,Pass
Student642,ID1642,Male,6,7,6,8,7,6,6,8,Pass
Student643,ID1643,Female,8,6,7,7,8,7,7,8,Pass
Student644,ID1644,Female,7,7,8,8,7,6,7,9,Pass
Student645,ID1645,Male,8,9,8,6,8,9,7,7,Pass
Student646,ID1646,Female,8,7,6,8,9,9,7,9,Pass
Student647,ID1647,Female,9,9,7,9,9,9,8,7,Pass
Student648,ID1648,Male,9,7,9,9,7,8,8,6,Pass
Student649,ID1649,Female,8,9,8,9,7,8,8,6,Pass
Student650,ID1650,Female,0,6,6,6,0,7,8,7,Fail
Student651,ID1651,Female,9,6,9,8,8,8,8,0,Fail
Student652,ID1652,Male,9,8,8,6,6,8,7,8,Pass
Student653,ID1653,Male,9,6,6,6,9,6,8,9,Pass
Student654,ID1654,Female,8,8,0,8,9,9,8,8,Fail
Student655,ID1655,Male,6,8,9,7,6,7,9,9,Pass
Student656,ID1656,Female,6,7,6,8,8,7,8,6,Pass
Student657,ID1657,Male,7,8,8,9,6,0,9,6,Fail
Student658,ID1658,Male,8,7,8,6,8,6,8,8,Pass
Student659,ID1659,Male,6,6,6,8,8,9,6,8,Pass
Student660,ID1660,Male,6,7,9,8,6,7,6,7,Pass
Student661,ID1661,Male,6,7,6,0,8,8,9,7,Fail
Student662,ID1662,Male,9,6,6,6,9,0,9,9,Fail
Student663,ID1663,Male,0,9,7,7,6,6,6,8,Fail
Student664,ID1664,Male,8,7,8,6,9,8,9,0,Fail
Student665,ID1665,Female,8,0,6,8,6,6,7,8,Fail
Student666,ID1666,Female,7,0,8,0,7,8,6,8,Fail
Student667,ID1667,Male,8,9,9,8,6,8,7,8,Pass
Student668,ID1668,Male,9,9,8,7,8,8,8,7,Pass
Student669,ID1669,Male,8,8,8,8,9,8,8,9,Pass
Student670,ID1670,Female,7,8,8,7,8,7,7,9,Pass
Student671,ID1671,Male,7,6,0,9,8,0,0,7,Fail
Student672,ID1672,Male,6,6,9,6,6,8,8,7,Pass
Student673,ID1673,Female,9,8,9,7,0,6,9,8,Fail
Student674,ID1674,Female,6,8,9,6,0,9,9,9,Fail
Student675,ID1675,Male,0,6,7,9,6,8,9,8,Fail
Student676,ID1676,Male,8,9,0,6,8,8,9,7,Fail
Student677,ID1677,Female,8,7,0,8,6,8,7,6,Fail
Student678,ID1678,Male,9,7,7,0,6,8,8,8,Fail
Student679,ID1679,Female,7,9,8,9,0,8,6,8,Fail
Student680,ID1680,Female,6,7,7,6,9,8,9,6,Pass
Student681,ID1681,Male,6,7,6,8,6,7,6,0,Fail
Student682,ID1682,Male,7,0,9,8,8,9,9,6,Fail
Student683,ID1683,Female,8,9,7,6,8,6,6,8,Pass
Student684,ID1684,Male,7,8,7,9,9,7,9,6,Pass
Student685,ID1685,Female,8,9,8,6,6,6,6,7,Pass
Student686,ID1686,Male,9,8,6,8,0,8,9,9,Fail
Student687,ID1687,Female,6,9,9,6,6,8,8,8,Pass
Student688,ID1688,Female,9,6,6,8,7,7,7,7,Pass
Student689,ID1689,Female,8,8,8,8,6,7,0,6,Fail
Student690,ID1690,Female,9,7,6,7,8,9,9,6,Pass
Student691,ID1691,Female,6,8,7,9,0,6,7,9,Fail
Student692,ID1692,Female,7,8,8,7,0,8,8,8,Fail
Student693,ID1693,Female,6,6,7,7,8,6,8,9,Pass
Student694,ID1694,Male,0,8,9,8,7,8,9,8,Fail
Student695,ID1695,Female,8,0,8,6,8,6,9,9,Fail
Student696,ID1696,Male,6,6,7,8,9,6,6,8,Pass
Student697,ID1697,Male,8,8,8,7,8,6,7,6,Pass
Student698,ID1698,Male,9,9,7,6,8,6,8,7,Pass
Student699,ID1699,Female,8,8,7,7,9,0,6,0,Fail
Student700,ID1700,Female,8,7,9,6,9,9,6,7,Pass
Student701,ID1701,Male,6,8,9,6,0,8,7,7,Fail
Student702,ID1702,Male,9,6,9,7,6,7,9,9,Pass
Student703,ID1703,Male,7,6,7,7,7,9,9,7,Pass
Student704,ID1704,Male,0,0,9,8,7,6,9,7,Fail
Student705,ID1705,Male,6,7,8,9,8,8,7,7,Pass
Student706,ID1706,Female,8,6,6,9,9,6,7,8,Pass
Student707,ID1707,Male,7,0,7,7,8,7,7,6,Fail
Student708,ID1708,Male,9,7,6,9,9,8,8,7,Pass
Student709,ID1709,Female,8,8,9,9,8,9,6,8,Pass
Student710,ID1710,Male,9,9,9,7,6,6,8,7,Pass
Student711,ID1711,Female,9,8,8,7,7,6,6,9,Pass
Student712,ID1712,Male,8,8,9,7,8,8,6,8,Pass
Student713,ID1713,Female,7,8,7,7,6,0,8,7,Fail
Student714,ID1714,Female,8,6,6,9,6,6,7,8,Pass
Student715,ID1715,Male,8,0,0,8,9,6,0,7,Fail
Student716,ID1716,Male,6,8,8,7,9,9,9,8,Pass
Student717,ID1717,Female,6,6,9,9,9,6,7,8,Pass
Student718,ID1718,Female,7,9,9,9,7,9,7,9,Pass
Student719,ID1719,Male,8,8,8,8,9,6,9,7,Pass
Student720,ID1720,Male,7,0,7,9,7,6,6,7,Fail
Student721,ID1721,Female,6,7,6,9,9,6,9,6,Pass
Student722,ID1722,Female,9,6,6,8,7,8,9,6,Pass
Student723,ID1723,Female,9,6,8,8,7,9,7,7,Pass
Student724,ID1724,Female,8,6,8,9,0,7,8,6,Fail
Student725,ID1725,Female,9,8,6,6,8,7,6,9,Pass
Student726,ID1726,Female,9,7,0,8,7,8,6,6,Fail
Student727,ID1727,Male,6,7,6,8,9,8,6,6,Pass
Student728,ID1728,Female,7,8,7,8,6,9,7,8,Pass
Student729,ID1729,Female,6,7,7,6,6,0,8,9,Fail
Student730,ID1730,Male,8,7,9,6,7,6,8,6,Pass
Student731,ID1731,Female,7,0,6,6,7,9,6,0,Fail
Student732,ID1732,Male,9,9,7,9,7,7,7,7,Pass
Student733,ID1733,Male,9,9,9,9,9,8,8,6,Pass
Student734,ID1734,Female,6,8,7,7,8,8,8,8,Pass
Student735,ID1735,Male,8,6,9,7,6,0,7,9,Fail
Student736,ID1736,Male,8,6,7,6,7,8,7,0,Fail
Student737,ID1737,Female,8,7,8,8,6,9,9,8,Pass
Student738,ID1738,Female,0,7,7,6,9,8,8,8,Fail
Student739,ID1739,Male,6,9,7,0,8,7,7,6,Fail
Student740,ID1740,Male,6,9,7,9,6,9,9,8,Pass
Student741,ID1741,Female,9,8,8,6,8,9,6,6,Pass
Student742,ID1742,Female,6,0,8,6,8,0,8,7,Fail
Student743,ID1743,Male,7,0,6,6,9,8,6,8,Fail
Student744,ID1744,Female,6,0,6,0,7,8,6,7,Fail
Student745,ID1745,Female,7,6,7,7,7,7,7,6,Pass
Student746,ID1746,Male,8,9,6,8,8,8,9,8,Pass
Student747,ID1747,Female,6,8,8,7,0,6,8,8,Fail
Student748,ID1748,Female,6,7,6,7,9,7,7,6,Pass
Student749,ID1749,Male,8,9,7,7,9,7,9,9,Pass
Student750,ID1750,Female,9,8,7,6,6,7,8,8,Pass
Student751,ID1751,Female,7,6,6,6,8,6,9,8,Pass
Student752,ID1752,Female,8,6,9,7,7,9,0,8,Fail
Student753,ID1753,Female,9,8,7,8,6,9,6,6,Pass
Student754,ID1754,Male,7,7,6,7,0,6,0,6,Fail
Student755,ID1755,Female,9,6,7,0,7,8,8,0,Fail
Student756,ID1756,Male,6,7,8,7,6,7,8,7,Pass
Student757,ID1757,Male,6,6,7,9,8,8,7,9,Pass
Student758,ID1758,Male,9,0,7,7,8,7,9,6,Fail
Student759,ID1759,Male,8,7,6,6,6,7,6,9,Pass
Student760,ID1760,Female,8,7,6,7,7,6,8,6,Pass
Student761,ID1761,Male,9,8,7,9,7,7,7,0,Fail
Student762,ID1762,Male,9,7,9,8,8,0,6,7,Fail
Student763,ID1763,Male,8,7,7,8,6,7,7,7,Pass
Student764,ID1764,Female,9,6,7,9,6,6,8,0,Fail
Student765,ID1765,Female,8,6,6,9,0,9,6,0,Fail
Student766,ID1766,Male,9,7,8,6,8,0,8,9,Fail
Student767,ID1767,Male,7,7,8,6,9,6,7,9,Pass
Student768,ID1768,Female,6,6,9,7,8,8,8,7,Pass
Student769,ID1769,Male,7,9,8,7,8,7,7,9,Pass
Student770,ID1770,Male,6,8,7,6,7,9,8,7,Pass
Student771,ID1771,Male,7,7,6,8,7,6,7,8,Pass
Student772,ID1772,Female,7,7,6,7,9,7,7,6,Pass
Student773,ID1773,Male,7,9,9,9,6,6,6,6,Pass
Student774,ID1774,Male,9,8,6,8,8,9,7,6,Pass
Student775,ID1775,Female,7,8,8,8,8,7,8,9,Pass
Student776,ID1776,Male,8,7,7,8,0,8,6,8,Fail
Student777,ID1777,Female,6,6,0,6,8,8,6,7,Fail
Student778,ID1778,Female,8,6,8,6,6,9,9,9,Pass
Student779,ID1779,Male,6,7,9,6,6,7,9,6,Pass
Student780,ID1780,Male,9,6,6,6,7,6,7,6,Pass
Student781,ID1781,Female,9,9,6,0,6,7,8,9,Fail
Student782,ID1782,Female,9,9,8,9,8,9,6,7,Pass
Student783,ID1783,Female,6,9,9,9,9,7,8,7,Pass
Student784,ID1784,Male,7,6,6,8,9,9,8,6,Pass
Student785,ID1785,Male,0,7,6,7,6,8,9,7,Fail
Student786,ID1786,Female,6,9,0,8,8,8,6,7,Fail
Student787,ID1787,Male,8,6,7,6,6,0,6,7,Fail
Student788,ID1788,Male,8,9,7,6,8,7,9,8,Pass
Student789,ID1789,Male,9,9,0,9,9,9,6,9,Fail
Student790,ID1790,Male,7,6,8,8,6,6,8,7,Pass
Student791,ID1791,Female,6,7,0,7,7,6,6,8,Fail
Student792,ID1792,Male,6,7,9,7,8,6,9,9,Pass
Student793,ID1793,Male,6,9,9,9,9,6,9,8,Pass
Student794,ID1794,Male,8,0,6,8,6,8,0,7,Fail
Student795,ID1795,Male,9,8,6,9,6,6,7,7,Pass
Student796,ID1796,Male,7,9,7,7,6,7,8,7,Pass
Student797,ID1797,Female,9,0,7,9,0,9,8,6,Fail
Student798,ID1798,Female,8,0,6,0,9,7,6,6,Fail
Student799,ID1799,Male,8,0,9,6,0,7,6,0,Fail
Student800,ID1800,Male,7,8,7,7,7,7,6,9,Pass
Student801,ID1801,Female,9,7,9,8,0,7,9,7,Fail
Student802,ID1802,Female,8,9,9,6,6,6,8,6,Pass
Student803,ID1803,Female,8,9,7,7,7,9,9,8,Pass
Student804,ID1804,Male,7,8,8,7,9,7,8,8,Pass
Student805,ID1805,Male,8,8,8,7,9,7,8,7,Pass
Student806,ID1806,Male,7,8,9,9,6,7,9,9,Pass
Student807,ID1807,Female,0,6,7,8,9,6,7,9,Fail
Student808,ID1808,Female,9,9,7,8,9,0,8,8,Fail
Student809,ID1809,Female,0,6,8,7,9,0,9,7,Fail
Student810,ID1810,Male,7,7,7,9,9,0,9,9,Fail
Student811,ID1811,Female,7,8,6,9,7,7,8,9,Pass
Student812,ID1812,Female,6,6,9,9,6,8,9,7,Pass
Student813,ID1813,Male,9,9,9,8,8,8,6,6,Pass
Student814,ID1814,Female,7,6,6,7,9,6,8,7,Pass
Student815,ID1815,Female,7,9,0,7,9,9,7,6,Fail
Student816,ID1816,Male,9,9,9,7,9,6,9,0,Fail
Student817,ID1817,Male,7,7,8,9,8,7,6,7,Pass
Student818,ID1818,Male,8,7,6,6,8,6,9,6,Pass
Student819,ID1819,Male,8,6,7,9,8,9,8,6,Pass
