Name,ID,Gender,Sem1,Sem2,Sem3,Sem4,Sem5,Sem6,Sem7,Sem8,Result
Student1218,ID01218,Male,7,8,0,8,9,6,7,6,Fail
Student1219,ID01219,Male,9,8,6,9,6,0,7,7,Fail
Student1220,ID01220,Female,8,9,6,6,6,6,7,7,Pass
Student1221,ID01221,Male,7,0,8,9,6,8,0,6,Fail
Student1222,ID01222,Male,6,9,8,0,6,7,6,8,Fail
Student1223,ID01223,Female,0,9,7,8,0,9,9,9,Fail
Student1224,ID01224,Male,8,7,8,9,6,7,6,7,Pass
Student1225,ID01225,Male,7,7,7,6,8,9,7,8,Pass
Student1226,ID01226,Female,6,9,9,6,6,6,7,9,Pass
Student1227,ID01227,Female,8,0,9,7,9,7,7,8,Fail
Student1228,ID01228,Female,7,6,9,8,6,8,8,0,Fail
Student1229,ID01229,Female,7,7,9,8,8,6,7,9,Pass
Student1230,ID01230,Male,6,6,7,7,8,6,8,8,Pass
Student1231,ID01231,Female,6,9,8,6,9,0,8,9,Fail
Student1232,ID01232,Male,6,0,9,7,9,6,9,7,Fail
Student1233,ID01233,Female,9,7,6,7,0,8,8,0,Fail
Student1234,ID01234,Male,7,6,7,7,6,6,0,7,Fail
Student1235,ID01235,Female,8,8,9,7,8,6,8,8,Pass
Student1236,ID01236,Female,7,7,0,8,8,8,8,0,Fail
Student1237,ID01237,Female,6,6,7,6,6,6,8,6,Pass
Student1238,ID01238,Male,6,7,9,9,7,8,7,7,Pass
Student1239,ID01239,Male,8,8,9,0,0,9,9,8,Fail
Student1240,ID01240,Female,8,7,6,9,8,6,7,7,Pass
Student1241,ID01241,Male,6,6,6,6,6,9,8,6,Pass
Student1242,ID01242,Male,8,6,7,7,6,9,7,8,Pass
Student1243,ID01243,Male,9,9,7,9,9,8,8,8,Pass
Student1244,ID01244,Male,6,7,6,0,8,9,7,9,Fail
Student1245,ID01245,Male,9,6,9,6,8,9,6,6,Pass
Student1246,ID01246,Male,9,7,6,7,9,8,0,9,Fail
Student1247,ID01247,Female,9,7,8,6,9,8,9,8,Pass
Student1248,ID01248,Male,7,8,6,6,8,8,0,7,Fail
Student1249,ID01249,Female,6,8,9,7,6,9,8,6,Pass
Student1250,ID01250,Female,7,9,9,8,9,9,6,8,Pass
Student1251,ID01251,Female,9,7,0,7,9,9,6,9,Fail
Student1252,ID01252,Female,9,6,9,7,7,9,9,6,Pass
Student1253,ID01253,Female,9,9,6,7,8,8,8,7,Pass
Student1254,ID01254,Female,6,8,7,9,6,8,8,7,Pass
Student1255,ID01255,Female,9,7,7,6,8,8,0,8,Fail
Student1256,ID01256,Male,8,7,6,7,9,9,7,8,Pass
Student1257,ID01257,Female,9,9,8,6,7,8,8,9,Pass
Student1258,ID01258,Male,6,9,8,6,0,9,7,8,Fail
Student1259,ID01259,Male,6,6,8,8,7,7,7,7,Pass
Student1260,ID01260,Male,9,6,9,7,7,7,6,8,Pass
Student1261,ID01261,Female,7,8,7,8,7,8,9,8,Pass
Student1262,ID01262,Female,8,7,7,9,8,6,0,7,Fail
Student1263,ID01263,Male,7,7,8,6,9,9,6,9,Pass
Student1264,ID01264,Female,8,6,9,8,6,9,7,7,Pass
Student1265,ID01265,Female,9,0,6,8,6,7,9,9,Fail
Student1266,ID01266,Female,7,7,8,8,7,6,6,7,Pass
Student1267,ID01267,Female,0,7,0,9,7,6,8,7,Fail
Student1268,ID01268,Female,8,6,9,6,7,0,6,6,Fail
Student1269,ID01269,Female,6,8,8,0,9,7,7,8,Fail
Student1270,ID01270,Male,9,8,7,9,6,7,9,8,Pass
Student1271,ID01271,Female,9,6,8,6,9,7,7,7,Pass
Student1272,ID01272,Female,7,9,7,6,9,9,6,8,Pass
Student1273,ID01273,Female,6,8,6,7,9,9,6,8,Pass
Student1274,ID01274,Female,8,8,8,7,7,6,9,7,Pass
Student1275,ID01275,Female,6,7,8,9,8,8,6,7,Pass
Student1276,ID01276,Male,8,6,7,8,7,6,6,6,Pass
Student1277,ID01277,Female,8,8,7,7,9,7,9,9,Pass
Student1278,ID01278,Female,6,6,9,9,6,8,9,7,Pass
Student1279,ID01279,Female,7,9,6,9,8,6,9,6,Pass
Student1280,ID01280,Male,6,8,9,7,8,6,6,6,Pass
Student1281,ID01281,Female,8,8,8,6,0,9,6,7,Fail
Student1282,ID01282,Female,8,6,6,7,9,8,8,7,Pass
Student1283,ID01283,Female,7,6,6,6,7,8,9,6,Pass
Student1284,ID01284,Male,9,8,7,9,7,9,9,7,Pass
Student1285,ID01285,Female,0,6,8,9,9,8,0,7,Fail
Student1286,ID01286,Female,6,6,8,8,7,9,9,6,Pass
Student1287,ID01287,Female,8,6,9,0,8,9,6,9,Fail
Student1288,ID01288,Female,6,9,6,9,7,7,7,8,Pass
Student1289,ID01289,Female,7,8,9,7,8,6,6,7,Pass
Student1290,ID01290,Female,9,7,7,7,0,8,7,6,Fail
Student1291,ID01291,Female,0,7,7,8,7,7,7,6,Fail
Student1292,ID01292,Male,7,8,6,0,9,8,6,9,Fail
Student1293,ID01293,Female,6,8,8,8,6,9,7,8,Pass
Student1294,ID01294,Female,0,0,9,8,9,6,6,6,Fail
Student1295,ID01295,Male,8,0,7,6,6,9,9,9,Fail
Student1296,ID01296,Female,6,7,9,7,8,8,0,8,Fail
Student1297,ID01297,Female,7,6,6,0,6,6,9,8,Fail
Student1298,ID01298,Male,9,6,8,9,8,8,6,7,Pass
Student1299,ID01299,Male,9,0,8,6,8,6,9,7,Fail
Student1300,ID01300,Female,6,9,9,7,0,6,6,8,Fail
Student1301,ID01301,Male,8,8,9,6,6,7,7,7,Pass
Student1302,ID01302,Male,7,6,8,9,9,8,8,9,Pass
Student1303,ID01303,Male,8,9,8,6,8,7,6,9,Pass
Student1304,ID01304,Female,8,6,8,6,8,0,7,7,Fail
Student1305,ID01305,Female,6,8,8,9,9,7,7,7,Pass
Student1306,ID01306,Male,7,9,6,9,9,0,7,8,Fail
Student1307,ID01307,Male,6,6,9,7,7,0,9,7,Fail
Student1308,ID01308,Female,9,6,6,7,9,7,6,0,Fail
Student1309,ID01309,Female,9,9,7,6,6,6,6,7,Pass
Student1310,ID01310,Female,9,7,8,7,8,7,6,6,Pass
Student1311,ID01311,Female,9,8,7,7,9,7,6,0,Fail
Student1312,ID01312,Female,8,6,0,6,7,6,7,7,Fail
Student1313,ID01313,Male,7,0,0,7,8,9,6,7,Fail
Student1314,ID01314,Female,9,6,9,7,6,8,6,7,Pass
Student1315,ID01315,Male,6,8,9,9,8,7,7,9,Pass
Student1316,ID01316,Female,9,8,6,9,6,8,8,8,Pass
Student1317,ID01317,Female,9,6,9,7,8,6,7,9,Pass
Student1318,ID01318,Male,9,8,7,8,8,8,7,8,Pass
Student1319,ID01319,Male,8,6,6,6,7,9,0,0,Fail
Student1320,ID01320,Female,8,7,7,9,6,9,6,7,Pass
Student1321,ID01321,Male,8,8,9,9,6,6,9,7,Pass
Student1322,ID01322,Female,7,9,9,6,9,8,6,8,Pass
Student1323,ID01323,Female,7,8,9,7,6,7,7,6,Pass
Student1324,ID01324,Female,8,6,6,7,8,9,9,9,Pass
Student1325,ID01325,Male,8,7,0,9,8,7,6,0,Fail
Student1326,ID01326,Male,8,6,9,6,7,7,9,8,Pass
Student1327,ID01327,Male,0,7,6,9,6,6,9,8,Fail
Student1328,ID01328,Male,6,8,6,8,7,9,6,0,Fail
Student1329,ID01329,Male,8,6,9,6,6,6,6,6,Pass
Student1330,ID01330,Female,7,6,9,6,7,6,8,7,Pass
Student1331,ID01331,Female,6,9,0,7,7,7,9,9,Fail
Student1332,ID01332,Male,8,7,9,8,6,8,8,7,Pass
Student1333,ID01333,Female,6,7,6,9,7,8,8,7,Pass
Student1334,ID01334,Male,6,9,6,6,7,6,7,8,Pass
Student1335,ID01335,Female,6,7,9,7,7,7,8,6,Pass
Student1336,ID01336,Female,9,6,8,6,6,9,9,6,Pass
Student1337,ID01337,Female,6,6,7,8,0,0,9,9,Fail
Student1338,ID01338,Male,6,8,8,6,6,9,8,9,Pass
Student1339,ID01339,Male,7,6,7,7,8,8,7,9,Pass
Student1340,ID01340,Female,8,7,9,7,7,6,6,7,Pass
Student1341,ID01341,Female,8,7,7,6,8,8,9,8,Pass
Student1342,ID01342,Female,9,7,0,8,0,7,7,6,Fail
Student1343,ID01343,Female,8,8,7,7,6,7,8,6,Pass
Student1344,ID01344,Male,7,8,9,6,8,6,9,6,Pass
Student1345,ID01345,Female,6,8,6,6,8,8,9,7,Pass
Student1346,ID01346,Female,7,9,8,9,7,9,6,9,Pass
Student1347,ID01347,Female,8,8,9,9,7,8,7,6,Pass
Student1348,ID01348,Female,6,7,8,6,0,7,8,0,Fail
Student1349,ID01349,Female,8,9,6,8,7,7,9,6,Pass
Student1350,ID01350,Male,9,8,7,9,9,9,8,6,Pass
Student1351,ID01351,Female,7,9,9,6,9,7,8,7,Pass
Student1352,ID01352,Female,9,9,9,6,8,8,8,9,Pass
Student1353,ID01353,Female,9,9,0,8,6,7,9,9,Fail
Student1354,ID01354,Male,6,7,8,6,9,6,6,6,Pass
Student1355,ID01355,Female,9,9,8,9,8,6,6,6,Pass
Student1356,ID01356,Male,9,8,8,6,9,8,8,8,Pass
Student1357,ID01357,Female,9,6,9,0,9,9,9,7,Fail
Student1358,ID01358,Male,7,0,0,7,8,8,0,0,Fail
Student1359,ID01359,Female,6,6,9,6,9,6,0,6,Fail
Student1360,ID01360,Male,9,0,6,8,6,7,9,7,Fail
Student1361,ID01361,Female,0,6,6,8,8,6,9,8,Fail
Student1362,ID01362,Male,7,7,8,6,6,9,6,6,Pass
Student1363,ID01363,Male,6,9,8,7,8,7,7,9,Pass
Student1364,ID01364,Male,7,7,7,8,9,6,6,6,Pass
Student1365,ID01365,Male,6,8,6,7,6,7,8,6,Pass
Student1366,ID01366,Male,6,9,7,9,6,8,9,8,Pass
Student1367,ID01367,Male,0,7,7,9,9,7,8,8,Fail
Student1368,ID01368,Female,8,7,8,8,8,6,8,6,Pass
Student1369,ID01369,Male,9,8,9,9,8,6,7,6,Pass
Student1370,ID01370,Female,9,0,7,9,9,7,8,8,Fail
Student1371,ID01371,Male,9,6,9,6,6,6,7,0,Fail
Student1372,ID01372,Female,8,8,9,6,9,6,7,6,Pass
Student1373,ID01373,Female,6,9,9,6,7,6,0,6,Fail
Student1374,ID01374,Female,9,7,8,7,8,8,8,6,Pass
Student1375,ID01375,Male,9,8,8,6,0,9,8,9,Fail
Student1376,ID01376,Male,6,9,0,8,6,7,6,8,Fail
Student1377,ID01377,Male,7,8,9,6,7,7,7,8,Pass
Student1378,ID01378,Male,9,7,8,7,8,6,7,9,Pass
Student1379,ID01379,Female,8,9,9,6,7,8,7,9,Pass
Student1380,ID01380,Male,9,6,8,0,0,7,9,9,Fail
Student1381,ID01381,Male,6,9,6,6,7,7,6,7,Pass
Student1382,ID01382,Male,8,8,8,6,8,9,7,7,Pass
Student1383,ID01383,Male,6,8,9,8,8,6,6,6,Pass
Student1384,ID01384,Female,7,8,7,6,7,9,9,6,Pass
Student1385,ID01385,Female,8,8,0,8,6,6,6,6,Fail
Student1386,ID01386,Male,8,8,7,8,9,0,9,6,Fail
Student1387,ID01387,Female,7,7,7,9,6,6,7,8,Pass
Student1388,ID01388,Female,7,7,6,6,0,8,8,9,Fail
Student1389,ID01389,Male,9,9,6,6,7,0,8,8,Fail
Student1390,ID01390,Male,7,7,6,7,8,9,6,0,Fail
Student1391,ID01391,Female,0,0,9,7,6,0,9,8,Fail
Student1392,ID01392,Male,7,8,9,8,0,7,9,9,Fail
Student1393,ID01393,Male,6,9,6,6,6,6,8,7,Pass
Student1394,ID01394,Male,8,7,0,9,8,6,6,7,Fail
Student1395,ID01395,Female,7,8,6,8,9,6,9,6,Pass
Student1396,ID01396,Female,7,9,8,6,8,6,9,0,Fail
Student1397,ID01397,Male,8,6,6,0,7,9,7,7,Fail
Student1398,ID01398,Male,7,6,8,8,7,8,7,8,Pass
Student1399,ID01399,Female,6,7,6,6,9,8,6,8,Pass
Student1400,ID01400,Female,7,8,6,9,8,9,6,6,Pass
Student1401,ID01401,Male,9,8,7,6,7,7,9,6,Pass
Student1402,ID01402,Male,7,0,6,7,6,9,9,6,Fail
Student1403,ID01403,Male,6,8,0,0,6,9,9,9,Fail
Student1404,ID01404,Female,8,8,8,6,7,8,7,0,Fail
Student1405,ID01405,Male,7,8,6,9,7,6,7,7,Pass
Student1406,ID01406,Male,6,8,6,8,6,9,7,8,Pass
Student1407,ID01407,Female,7,8,8,9,7,7,7,6,Pass
Student1408,ID01408,Male,7,6,9,6,6,7,6,9,Pass
Student1409,ID01409,Male,6,9,9,8,9,6,6,7,Pass
Student1410,ID01410,Female,9,6,6,9,6,8,9,8,Pass
Student1411,ID01411,Male,9,6,9,8,7,7,9,9,Pass
Student1412,ID01412,Female,6,8,6,7,9,8,7,9,Pass
Student1413,ID01413,Female,6,7,6,6,6,8,7,9,Pass
Student1414,ID01414,Male,7,6,9,0,8,8,8,8,Fail
Student1415,ID01415,Male,0,8,0,6,7,6,6,9,Fail
Student1416,ID01416,Female,7,7,8,9,8,6,0,9,Fail
Student1417,ID01417,Female,7,8,8,7,9,7,6,9,Pass
Student1418,ID01418,Male,9,6,6,9,8,6,7,9,Pass
Student1419,ID01419,Female,6,9,9,7,9,9,6,6,Pass
Student1420,ID01420,Male,8,6,7,8,6,8,6,7,Pass
Student1421,ID01421,Male,7,0,8,8,8,7,7,6,Fail
Student1422,ID01422,Female,8,6,8,8,9,8,7,8,Pass
Student1423,ID01423,Female,6,8,7,6,8,8,7,8,Pass
Student1424,ID01424,Male,9,7,6,7,8,8,0,9,Fail
Student1425,ID01425,Female,6,0,8,9,9,7,6,9,Fail
Student1426,ID01426,Female,8,6,9,9,7,7,8,8,Pass
Student1427,ID01427,Male,7,9,7,0,6,9,6,8,Fail
Student1428,ID01428,Male,6,6,6,8,7,7,8,7,Pass
Student1429,ID01429,Female,9,9,8,6,6,9,9,9,Pass
Student1430,ID01430,Female,0,7,6,6,6,8,8,9,Fail
Student1431,ID01431,Female,8,7,6,9,9,6,6,9,Pass
Student1432,ID01432,Female,8,8,9,8,9,9,9,9,Pass
Student1433,ID01433,Female,6,0,7,8,6,0,8,8,Fail
Student1434,ID01434,Male,8,9,7,8,9,6,7,8,Pass
Student1435,ID01435,Female,7,6,9,0,8,6,7,7,Fail
Student1436,ID01436,Female,7,9,6,0,8,8,6,9,Fail
Student1437,ID01437,Male,6,6,6,6,7,6,6,0,Fail
Student1438,ID01438,Female,7,7,6,8,6,8,9,7,Pass
Student1439,ID01439,Male,6,9,8,9,7,6,0,8,Fail
Student1440,ID01440,Female,6,9,6,6,6,7,8,7,Pass
Student1441,ID01441,Female,7,6,6,8,9,7,7,9,Pass
Student1442,ID01442,Female,7,7,8,6,7,6,0,6,Fail
Student1443,ID01443,Male,9,8,9,7,8,6,0,7,Fail
Student1444,ID01444,Female,9,8,7,8,8,9,0,8,Fail
Student1445,ID01445,Male,9,8,6,8,7,6,6,8,Pass
Student1446,ID01446,Female,8,8,7,6,7,9,9,8,Pass
Student1447,ID01447,Male,9,9,6,8,6,8,6,8,Pass
Student1448,ID01448,Male,7,8,6,8,7,9,6,8,Pass
Student1449,ID01449,Female,9,0,7,7,8,9,8,8,Fail
Student1450,ID01450,Male,7,9,8,0,7,7,9,8,Fail
Student1451,ID01451,Female,8,6,0,6,6,7,9,7,Fail
Student1452,ID01452,Female,6,8,7,9,7,8,6,6,Pass
Student1453,ID01453,Female,7,8,7,6,7,9,7,8,Pass
Student1454,ID01454,Female,6,6,7,6,8,9,7,8,Pass
Student1455,ID01455,Male,9,7,7,7,8,9,7,8,Pass
Student1456,ID01456,Female,6,9,7,8,6,8,8,7,Pass
Student1457,ID01457,Male,6,9,8,7,6,9,8,8,Pass
Student1458,ID01458,Female,9,7,0,6,8,7,7,7,Fail
Student1459,ID01459,Female,7,6,7,7,6,6,8,9,Pass
Student1460,ID01460,Male,9,9,6,9,8,8,9,9,Pass
Student1461,ID01461,Male,6,8,8,6,7,8,9,8,Pass
Student1462,ID01462,Male,9,7,8,6,6,7,9,8,Pass
Student1463,ID01463,Female,7,7,9,7,0,9,7,8,Fail
Student1464,ID01464,Male,9,6,8,0,9,7,9,6,Fail
Student1465,ID01465,Female,0,6,6,6,9,9,8,6,Fail
Student1466,ID01466,Male,6,7,6,7,9,6,8,0,Fail
Student1467,ID01467,Male,9,6,9,8,7,7,6,7,Pass
Student1468,ID01468,Female,7,9,8,6,7,9,8,8,Pass
Student1469,ID01469,Female,7,8,7,9,7,9,9,8,Pass
Student1470,ID01470,Male,9,6,6,9,7,6,7,9,Pass
Student1471,ID01471,Male,8,6,9,7,8,6,8,7,Pass
Student1472,ID01472,Female,0,7,0,9,0,9,9,7,Fail
Student1473,ID01473,Male,9,8,8,0,7,9,6,9,Fail
Student1474,ID01474,Female,7,0,6,9,9,6,7,7,Fail
Student1475,ID01475,Female,6,9,6,6,7,7,9,9,Pass
Student1476,ID01476,Male,6,7,9,6,6,6,9,7,Pass
Student1477,ID01477,Female,8,7,9,0,8,8,6,9,Fail
Student1478,ID01478,Female,0,8,9,7,9,8,6,7,Fail
Student1479,ID01479,Male,8,7,9,7,9,9,0,0,Fail
Student1480,ID01480,Male,9,6,0,8,7,6,8,7,Fail
Student1481,ID01481,Male,6,8,6,7,7,8,6,6,Pass
Student1482,ID01482,Female,9,7,9,9,0,7,7,8,Fail
Student1483,ID01483,Male,8,7,7,7,9,8,9,0,Fail
Student1484,ID01484,Male,8,9,9,9,8,9,7,8,Pass
Student1485,ID01485,Male,0,7,9,9,9,9,6,8,Fail
Student1486,ID01486,Male,9,7,9,9,8,8,7,0,Fail
Student1487,ID01487,Male,8,8,7,6,8,7,8,8,Pass
Student1488,ID01488,Female,9,8,6,7,9,6,8,8,Pass
Student1489,ID01489,Female,6,7,0,9,8,0,9,6,Fail
Student1490,ID01490,Male,9,8,6,9,7,6,8,7,Pass
Student1491,ID01491,Female,9,9,8,7,9,9,9,9,Pass
Student1492,ID01492,Male,8,8,7,6,6,9,6,9,Pass
Student1493,ID01493,Male,8,9,0,6,9,8,8,6,Fail
Student1494,ID01494,Male,0,6,8,8,6,6,9,7,Fail
Student1495,ID01495,Male,9,9,8,6,8,9,7,7,Pass
Student1496,ID01496,Female,6,8,6,8,8,9,8,6,Pass
Student1497,ID01497,Male,6,9,7,7,6,9,8,7,Pass
Student1498,ID01498,Female,8,9,8,9,0,6,8,7,Fail
Student1499,ID01499,Female,9,9,9,9,7,6,9,0,Fail
Student1500,ID01500,Male,8,8,0,9,6,8,7,6,Fail
Student1501,ID01501,Male,7,9,6,7,8,6,8,0,Fail
Student1502,ID01502,Male,8,6,7,6,6,7,0,9,Fail
Student1503,ID01503,Female,8,6,6,7,8,9,8,8,Pass
Student1504,ID01504,Female,8,8,9,6,8,6,6,9,Pass
Student1505,ID01505,Female,7,6,0,9,6,6,9,7,Fail
Student1506,ID01506,Female,6,6,8,0,6,9,6,6,Fail
Student1507,ID01507,Female,8,6,9,9,9,7,9,7,Pass
Student1508,ID01508,Male,7,6,8,8,6,7,7,0,Fail
Student1509,ID01509,Female,8,9,8,8,7,9,8,6,Pass
Student1510,ID01510,Female,6,7,0,9,9,7,7,9,Fail
Student1511,ID01511,Male,9,9,6,6,6,9,0,9,Fail
Student1512,ID01512,Female,0,9,0,9,0,7,8,9,Fail
Student1513,ID01513,Female,7,9,8,6,6,6,8,7,Pass
Student1514,ID01514,Male,7,8,6,0,9,9,7,9,Fail
Student1515,ID01515,Male,9,6,9,6,9,8,7,0,Fail
Student1516,ID01516,Female,7,9,9,9,9,9,0,0,Fail
Student1517,ID01517,Female,7,7,9,8,6,7,8,0,Fail
Student1518,ID01518,Female,6,9,7,6,7,8,7,6,Pass
Student1519,ID01519,Male,8,7,7,8,7,8,9,9,Pass
Student1520,ID01520,Male,7,9,8,9,6,9,7,0,Fail
Student1521,ID01521,Female,6,7,8,7,9,6,9,8,Pass
Student1522,ID01522,Male,7,6,6,7,7,6,6,8,Pass
Student1523,ID01523,Female,9,6,6,9,9,9,6,7,Pass
Student1524,ID01524,Female,0,0,7,8,8,7,6,8,Fail
Student1525,ID01525,Female,0,9,0,9,7,9,9,8,Fail
Student1526,ID01526,Female,6,8,6,9,8,8,8,9,Pass
Student1527,ID01527,Female,7,7,6,8,7,9,6,8,Pass
Student1528,ID01528,Female,9,7,9,6,6,6,9,6,Pass
Student1529,ID01529,Male,7,7,8,8,7,9,7,9,Pass
Student1530,ID01530,Male,0,8,8,7,8,6,8,6,Fail
Student1531,ID01531,Female,7,6,8,8,6,6,7,6,Pass
Student1532,ID01532,Male,0,7,8,6,6,9,7,9,Fail
Student1533,ID01533,Female,8,8,9,7,9,6,8,9,Pass
Student1534,ID01534,Male,8,8,6,9,8,9,8,0,Fail
Student1535,ID01535,Male,9,0,6,9,8,0,8,7,Fail
Student1536,ID01536,Female,9,7,7,9,7,8,8,6,Pass
Student1537,ID01537,Male,7,9,6,7,8,7,6,9,Pass
Student1538,ID01538,Male,8,9,0,6,6,0,8,6,Fail
Student1539,ID01539,Female,7,0,9,6,8,6,9,6,Fail
Student1540,ID01540,Male,6,8,8,9,7,9,0,6,Fail
Student1541,ID01541,Male,8,6,9,8,6,0,8,8,Fail
Student1542,ID01542,Female,6,8,9,7,9,9,9,6,Pass
Student1543,ID01543,Female,9,9,6,9,8,8,7,8,Pass
Student1544,ID01544,Male,6,7,9,9,8,8,8,7,Pass
Student1545,ID01545,Female,7,8,7,8,6,8,6,7,Pass
Student1546,ID01546,Female,9,6,7,9,7,9,8,6,Pass
Student1547,ID01547,Female,8,9,9,8,8,7,7,6,Pass
Student1548,ID01548,Female,6,0,9,9,7,8,6,8,Fail
Student1549,ID01549,Female,9,6,9,7,6,9,7,6,Pass
Student1550,ID01550,Male,7,6,9,7,9,8,8,9,Pass
Student1551,ID01551,Female,7,8,6,7,0,6,6,9,Fail
Student1552,ID01552,Male,6,8,6,6,7,6,0,6,Fail
Student1553,ID01553,Male,0,7,7,6,6,8,9,7,Fail
Student1554,ID01554,Male,9,6,6,8,8,8,6,7,Pass
Student1555,ID01555,Male,9,6,6,6,7,6,8,0,Fail
Student1556,ID01556,Male,9,0,8,9,9,8,9,6,Fail
Student1557,ID01557,Male,8,9,8,8,7,8,9,8,Pass
Student1558,ID01558,Female,6,7,7,6,6,8,6,6,Pass
Student1559,ID01559,Female,8,8,6,7,6,0,6,7,Fail
Student1560,ID01560,Female,9,9,6,8,7,8,8,9,Pass
Student1561,ID01561,Female,9,8,6,7,7,6,9,9,Pass
Student1562,ID01562,Male,8,6,8,9,7,8,9,8,Pass
Student1563,ID01563,Female,7,9,9,0,7,9,8,9,Fail
Student1564,ID01564,Male,9,8,9,8,0,7,9,6,Fail
Student1565,ID01565,Male,7,0,8,9,9,9,6,6,Fail
Student1566,ID01566,Female,6,8,9,9,9,8,8,0,Fail
Student1567,ID01567,Male,6,6,8,8,6,7,6,6,Pass
Student1568,ID01568,Female,9,7,7,9,8,0,6,8,Fail
Student1569,ID01569,Male,8,9,8,8,7,6,8,6,Pass
Student1570,ID01570,Female,7,9,9,6,7,9,9,6,Pass
Student1571,ID01571,Male,7,0,8,9,8,7,7,8,Fail
Student1572,ID01572,Male,6,7,8,0,6,7,9,8,Fail
Student1573,ID01573,Male,6,6,9,6,7,6,7,6,Pass
Student1574,ID01574,Male,7,0,9,6,7,7,9,0,Fail
Student1575,ID01575,Female,7,7,7,7,9,9,9,9,Pass
Student1576,ID01576,Female,7,7,9,8,0,9,0,8,Fail
Student1577,ID01577,Male,0,8,8,7,7,6,0,8,Fail
Student1578,ID01578,Female,6,8,6,9,7,7,6,6,Pass
Student1579,ID01579,Male,9,8,6,7,7,8,9,6,Pass
Student1580,ID01580,Female,6,6,7,6,7,8,6,7,Pass
Student1581,ID01581,Female,7,8,9,6,7,6,8,9,Pass
Student1582,ID01582,Male,6,8,7,9,8,0,7,7,Fail
Student1583,ID01583,Female,6,9,9,7,6,7,8,7,Pass
Student1584,ID01584,Male,9,8,9,9,0,0,7,8,Fail
Student1585,ID01585,Male,8,6,7,6,9,6,0,8,Fail
Student1586,ID01586,Male,6,8,6,7,6,6,6,0,Fail
Student1587,ID01587,Female,7,7,9,0,9,8,0,7,Fail
Student1588,ID01588,Male,9,9,9,8,8,8,7,8,Pass
Student1589,ID01589,Female,0,6,8,7,9,6,7,8,Fail
Student1590,ID01590,Male,6,9,7,7,7,0,6,7,Fail
Student1591,ID01591,Female,9,7,6,7,6,7,8,6,Pass
Student1592,ID01592,Female,9,7,6,9,9,9,9,0,Fail
Student1593,ID01593,Female,8,7,6,6,6,6,7,0,Fail
Student1594,ID01594,Female,9,8,9,8,7,7,9,6,Pass
Student1595,ID01595,Female,6,9,9,9,6,7,7,6,Pass
Student1596,ID01596,Male,8,9,8,6,8,6,9,7,Pass
Student1597,ID01597,Female,8,0,0,7,8,8,9,9,Fail
Student1598,ID01598,Female,0,9,9,6,9,6,7,6,Fail
Student1599,ID01599,Female,7,0,8,8,9,8,7,8,Fail
Student1600,ID01600,Female,6,7,0,7,8,6,9,8,Fail
Student1601,ID01601,Female,9,0,8,7,0,6,7,8,Fail
Student1602,ID01602,Male,7,8,9,9,6,6,8,6,Pass
Student1603,ID01603,Male,8,6,6,6,6,7,9,6,Pass
Student1604,ID01604,Female,9,9,6,7,9,7,6,8,Pass
Student1605,ID01605,Female,6,9,8,0,8,6,7,8,Fail
Student1606,ID01606,Female,6,7,8,8,9,0,9,0,Fail
Student1607,ID01607,Male,9,9,9,9,6,7,9,7,Pass
